,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
406525,192.168.10.3-192.168.10.15-53-65275-17,192.168.10.15,65275,192.168.10.3,53,17,4/7/2017 4:02,158,2,2,88,120.0,44,44,44.0,0.0,60,60,60.0,0.0,1316455.696,25316.4557,52.66666667,52.15681483,107.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,64,64,12658.22785,12658.22785,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63.0,44.0,60.0,64,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
270769,192.168.10.25-54.192.37.158-64291-443-6,54.192.37.158,443,192.168.10.25,64291,6,4/7/2017 4:49,113,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17699.11504,113.0,0.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,8849.557522,8849.557522,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
26744,192.168.10.3-192.168.10.15-53-62018-17,192.168.10.15,62018,192.168.10.3,53,17,4/7/2017 9:20,34559,2,2,60,248.0,30,30,30.0,0.0,124,124,124.0,0.0,8912.294916,115.7440898,11519.66667,19868.6435,34462.0,48.0,48.0,48.0,0.0,48.0,48.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,40,40,57.87204491,57.87204491,30,124,67.6,51.48592041,2650.8,0,0,0,0,0,0,0,0,1,84.5,30.0,124.0,40,0,0,0,0,0,0,2,60,2,248,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
199840,172.16.0.1-192.168.10.50-50100-22-6,172.16.0.1,50100,192.168.10.50,22,6,4/7/2017 2:48,12865088,21,32,2008,2745.0,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,369.4494744,4.119676445,247405.5385,666456.0801,2536603.0,4.0,10800000.0,539897.65,952167.9423,2601463.0,395.0,12900000.0,415000.2903,826622.3024,2536603.0,4.0,0,0,0,0,680,1032,1.632324629,2.487351816,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
328592,192.168.10.3-192.168.10.16-53-7777-17,192.168.10.16,7777,192.168.10.3,53,17,4/7/2017 9:11,30754,2,2,74,106.0,37,37,37.0,0.0,53,53,53.0,0.0,5852.897184,130.0643819,10251.33333,17750.63403,30748.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,80,65.03219093,65.03219093,37,53,43.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,54.25,37.0,53.0,40,0,0,0,0,0,0,2,74,2,106,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
357547,192.168.10.3-192.168.10.19-53-49937-17,192.168.10.19,49937,192.168.10.3,53,17,4/7/2017 3:18,47555,2,2,60,360.0,30,30,30.0,0.0,180,180,180.0,0.0,8831.878877,84.11313216,15851.66667,27411.73399,47504.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,64,64,42.05656608,42.05656608,30,180,90.0,82.15838363,6750.0,0,0,0,0,0,0,0,0,1,112.5,30.0,180.0,64,0,0,0,0,0,0,2,60,2,360,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
283831,192.168.10.3-192.168.10.15-53-58619-17,192.168.10.15,58619,192.168.10.3,53,17,4/7/2017 3:35,23637,2,2,84,246.0,42,42,42.0,0.0,123,123,123.0,0.0,13961.16258,169.2262131,7879.0,13641.63216,23631.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,84.61310657,84.61310657,42,123,74.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,93.0,42.0,123.0,40,0,0,0,0,0,0,2,84,2,246,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
296286,192.168.10.3-192.168.10.12-53-26921-17,192.168.10.12,26921,192.168.10.3,53,17,4/7/2017 3:15,137717,2,2,64,250.0,32,32,32.0,0.0,125,125,125.0,0.0,2280.038049,29.04507069,45905.66667,79466.78263,137666.0,4.0,47.0,47.0,0.0,47.0,47.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,40,14.52253534,14.52253534,32,125,69.2,50.93819785,2594.7,0,0,0,0,0,0,0,0,1,86.5,32.0,125.0,64,0,0,0,0,0,0,2,64,2,250,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
31452,172.16.0.1-192.168.10.50-57192-21-6,172.16.0.1,57192,192.168.10.50,21,6,4/7/2017 9:58,8760497,9,15,106,188.0,23,0,11.77777778,9.444281044,34,0,12.53333333,14.54975045,33.55973982,2.739570597,380891.1739,995128.3831,3271424.0,3.0,6230285.0,778785.625,1444293.137,3314294.0,235.0,8760370.0,625740.7143,1229177.308,3271424.0,3.0,0,0,0,0,296,488,1.027338974,1.712231623,0,34,11.76,12.62365504,159.3566667,0,0,0,1,0,0,0,0,1,12.25,11.77777778,12.53333333,296,0,0,0,0,0,0,9,106,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
440150,192.168.10.3-192.168.10.12-53-38675-17,192.168.10.12,38675,192.168.10.3,53,17,4/7/2017 2:15,31438,2,2,78,184.0,39,39,39.0,0.0,92,92,92.0,0.0,8333.863477,127.2345569,10479.33333,18146.4077,31433.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,63.61727845,63.61727845,39,92,60.2,29.02929555,842.7,0,0,0,0,0,0,0,0,1,75.25,39.0,92.0,64,0,0,0,0,0,0,2,78,2,184,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
209168,172.16.0.1-192.168.10.51-443-40368-6,192.168.10.51,40368,172.16.0.1,443,6,4/7/2017 3:11,2002760,7,6,1588,1088.0,1020,0,226.8571429,397.9197694,951,0,181.3333333,381.0195096,1336.156105,6.491042362,166896.6667,564078.4917,1957747.0,77.0,45013.0,7502.166667,16404.21014,40979.0,343.0,2002503.0,400500.6,892198.8858,1996514.0,308.0,0,0,0,0,232,200,3.495176656,2.995865705,0,1020,191.1428571,363.9486137,132458.5934,0,0,0,1,0,0,0,0,0,205.8461538,226.8571429,181.3333333,232,0,0,0,0,0,0,7,1588,6,1088,29200,8,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
287135,172.16.0.1-192.168.10.50-49100-22-6,172.16.0.1,49100,192.168.10.50,22,6,4/7/2017 2:37,11976449,21,31,2008,2745.0,640,0,95.61904762,140.0451628,976,0,88.5483871,223.315,396.8622085,4.341854585,234832.3333,629905.1158,2324238.0,3.0,9908970.0,495448.5,877175.6165,2367983.0,417.0,12000000.0,399210.2,785134.9405,2324238.0,3.0,0,0,0,0,680,1000,1.753441275,2.58841331,0,976,89.67924528,191.0076291,36483.91437,0,0,0,1,0,0,0,0,1,91.40384615,95.61904762,88.5483871,680,0,0,0,0,0,0,21,2008,31,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
18280,172.16.0.1-192.168.10.50-59112-21-6,172.16.0.1,59112,192.168.10.50,21,6,4/7/2017 10:12,209,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,66985.64593,14354.06699,104.5,67.17514421,152.0,57.0,209.0,209.0,0.0,209.0,209.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,9569.37799,4784.688995,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
324430,192.168.10.3-192.168.10.12-53-53215-17,192.168.10.12,53215,192.168.10.3,53,17,4/7/2017 4:31,940,2,2,84,204.0,42,42,42.0,0.0,102,102,102.0,0.0,306382.9787,4255.319149,313.3333333,497.3191464,887.0,4.0,49.0,49.0,0.0,49.0,49.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,2127.659574,2127.659574,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,64,0,0,0,0,0,0,2,84,2,204,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
372830,192.168.10.25-192.168.10.50-59980-139-6,192.168.10.50,139,192.168.10.25,59980,6,4/7/2017 2:38,96,1,2,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31250.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,32,64,10416.66667,20833.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,269,33304,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
385936,192.168.10.3-192.168.10.14-53-51493-17,192.168.10.14,51493,192.168.10.3,53,17,4/7/2017 10:41,198,2,2,140,300.0,70,70,70.0,0.0,150,150,150.0,0.0,2222222.222,20202.0202,66.0,108.2543302,191.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,10101.0101,10101.0101,70,150,102.0,43.8178046,1920.0,0,0,0,0,0,0,0,0,1,127.5,70.0,150.0,64,0,0,0,0,0,0,2,140,2,300,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
419604,192.168.10.3-192.168.10.16-53-44956-17,192.168.10.16,44956,192.168.10.3,53,17,4/7/2017 10:03,320,2,2,102,224.0,51,51,51.0,0.0,112,112,112.0,0.0,1018750.0,12500.0,106.6666667,92.80265801,182.0,3.0,3.0,3.0,0.0,3.0,3.0,182.0,182.0,0.0,182.0,182.0,0,0,0,0,64,64,6250.0,6250.0,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
418375,192.168.10.3-192.168.10.51-53-13236-17,192.168.10.51,13236,192.168.10.3,53,17,4/7/2017 9:18,166,2,2,70,134.0,35,35,35.0,0.0,67,67,67.0,0.0,1228915.663,24096.38554,55.33333333,90.64399226,160.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,12048.19277,12048.19277,35,67,47.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,59.75,35.0,67.0,40,0,0,0,0,0,0,2,70,2,134,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
410956,192.168.10.3-192.168.10.17-53-49137-17,192.168.10.17,49137,192.168.10.3,53,17,4/7/2017 3:35,191,2,2,76,154.0,38,38,38.0,0.0,77,77,77.0,0.0,1204188.482,20942.40838,63.66666667,104.2129231,184.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,10471.20419,10471.20419,38,77,53.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,67.0,38.0,77.0,64,0,0,0,0,0,0,2,76,2,154,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
350168,192.168.10.3-192.168.10.5-53-56147-17,192.168.10.5,56147,192.168.10.3,53,17,4/7/2017 9:51,61020,4,2,148,462.0,37,37,37.0,0.0,231,231,231.0,0.0,9996.722386,98.32841691,12204.0,17035.22209,35218.0,3.0,25798.0,8599.333333,14888.42008,25791.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,80,40,65.55227794,32.77613897,37,231,92.42857143,94.66230708,8960.952381,0,0,0,0,0,0,0,0,0,107.8333333,37.0,231.0,80,0,0,0,0,0,0,4,148,2,462,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
247846,192.168.10.3-192.168.10.9-53-51813-17,192.168.10.9,51813,192.168.10.3,53,17,4/7/2017 2:02,160,2,2,88,120.0,44,44,44.0,0.0,60,60,60.0,0.0,1300000.0,25000.0,53.33333333,86.31531343,153.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,12500.0,12500.0,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63.0,44.0,60.0,64,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
117500,192.168.10.16-192.168.10.50-33396-21-6,192.168.10.16,33396,192.168.10.50,21,6,4/7/2017 11:51,146842,20,24,176,426.0,43,0,8.8,12.68069399,52,0,17.75,16.49044519,4099.644516,299.6417919,3414.930233,14611.39817,86984.0,0.0,146764.0,7724.421053,29368.97892,128172.0,0.0,146713.0,6378.826087,19703.23419,86984.0,1.0,0,0,0,0,656,784,136.2008145,163.4409774,0,52,13.37777778,15.3493987,235.6040404,0,0,0,1,0,0,0,0,1,13.68181818,8.8,17.75,656,0,0,0,0,0,0,20,176,24,426,29200,227,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
246708,192.168.10.3-192.168.10.15-53-57326-17,192.168.10.15,57326,192.168.10.3,53,17,4/7/2017 2:05,43603,4,2,176,174.0,44,44,44.0,0.0,87,87,87.0,0.0,8026.970621,137.6052107,8720.6,13503.06492,30724.0,3.0,30730.0,10243.33333,17736.77762,30724.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,104,40,91.7368071,45.86840355,44,87,56.28571429,20.98185157,440.2380952,0,0,0,0,0,0,0,0,0,65.66666667,44.0,87.0,104,0,0,0,0,0,0,4,176,2,174,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
421694,192.168.10.3-192.168.10.14-53-50964-17,192.168.10.14,50964,192.168.10.3,53,17,4/7/2017 3:41,61480,2,2,82,146.0,41,41,41.0,0.0,73,73,73.0,0.0,3708.523097,65.06180872,20493.33333,35489.43238,61473.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,64,32.53090436,32.53090436,41,73,53.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,67.25,41.0,73.0,40,0,0,0,0,0,0,2,82,2,146,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
400202,192.168.10.3-192.168.10.12-53-55699-17,192.168.10.12,55699,192.168.10.3,53,17,4/7/2017 2:57,280696,2,2,56,56.0,28,28,28.0,0.0,28,28,28.0,0.0,399.0081797,14.25029213,93565.33333,162056.4471,280692.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,7.125146065,7.125146065,28,28,28.0,0.0,0.0,0,0,0,0,0,0,0,0,1,35.0,28.0,28.0,64,0,0,0,0,0,0,2,56,2,56,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
429759,192.168.10.3-192.168.10.14-53-50690-17,192.168.10.14,50690,192.168.10.3,53,17,4/7/2017 2:39,169,2,2,88,120.0,44,44,44.0,0.0,60,60,60.0,0.0,1230769.231,23668.63905,56.33333333,92.37604307,163.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,11834.31953,11834.31953,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63.0,44.0,60.0,64,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
29190,172.16.0.1-192.168.10.50-57580-21-6,172.16.0.1,57580,192.168.10.50,21,6,4/7/2017 10:00,9547758,9,15,118,188.0,29,0,13.11111111,11.10680472,34,0,12.53333333,14.54975045,32.04940888,2.513679128,415119.913,1087379.415,3612940.0,3.0,6396598.0,799574.75,1499027.403,3655573.0,3.0,9547734.0,681981.0,1343500.486,3612940.0,3.0,0,0,0,0,296,488,0.942629673,1.571049455,0,34,12.24,13.08395965,171.19,0,0,0,1,0,0,0,0,1,12.75,13.11111111,12.53333333,296,0,0,0,0,0,0,9,118,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
444805,192.168.10.3-192.168.10.17-53-22609-17,192.168.10.17,22609,192.168.10.3,53,17,4/7/2017 4:39,30999,2,2,80,210.0,40,40,40.0,0.0,105,105,105.0,0.0,9355.140488,129.0364205,10333.0,17892.08484,30993.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,40,64.51821026,64.51821026,40,105,66.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,82.5,40.0,105.0,64,0,0,0,0,0,0,2,80,2,210,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
