,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
335608,192.168.10.9-23.50.75.27-4556-80-6,192.168.10.9,4556,23.50.75.27,80,6,4/7/2017 11:48,114744992,21,17,1301,5888.0,430,0,61.95238095,153.96606,1963,0,346.3529412,771.2350437,62.65197177,0.331169137,3101216.0,4578027.956,10100000.0,43.0,115000000.0,5737249.6,4910741.436,10100000.0,21405.0,112000000.0,7012059.563,4647094.496,10100000.0,1114.0,0,0,0,0,444,496,0.183014523,0.148154614,0,1963,184.3333333,532.7614423,283834.7544,0,0,0,1,0,0,0,0,0,189.1842105,61.95238095,346.3529412,444,0,0,0,0,0,0,21,1301,17,5888,8192,1013,14,20,190772.0909,533045.962,1797872.0,23126.0,10000000.0,20154.92398,10100000.0,9995356.0,BENIGN
117886,192.168.10.3-192.168.10.8-53-52818-17,192.168.10.8,52818,192.168.10.3,53,17,4/7/2017 9:33,165,2,2,76,180.0,38,38,38.0,0.0,90,90,90.0,0.0,1551515.152,24242.42424,55.0,89.20201791,158.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,12121.21212,12121.21212,38,90,58.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,73.5,38.0,90.0,64,0,0,0,0,0,0,2,76,2,180,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
285144,192.168.10.3-192.168.10.50-53-33305-17,192.168.10.50,33305,192.168.10.3,53,17,4/7/2017 9:49,180,2,2,64,96.0,32,32,32.0,0.0,48,48,48.0,0.0,888888.8889,22222.22222,60.0,98.72689603,174.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,11111.11111,11111.11111,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
333385,192.168.10.3-192.168.10.9-53-62544-17,192.168.10.9,62544,192.168.10.3,53,17,4/7/2017 12:59,404592,2,2,66,352.0,33,33,33.0,0.0,176,176,176.0,0.0,1033.139558,9.886502946,134864.0,233585.2379,404585.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,4.943251473,4.943251473,33,176,90.2,78.32432572,6134.7,0,0,0,0,0,0,0,0,1,112.75,33.0,176.0,40,0,0,0,0,0,0,2,66,2,352,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
369422,192.168.10.3-192.168.10.12-53-62042-17,192.168.10.12,62042,192.168.10.3,53,17,4/7/2017 2:19,48796,2,2,66,182.0,33,33,33.0,0.0,91,91,91.0,0.0,5082.383802,81.97393229,16265.33333,28168.91965,48792.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,40.98696614,40.98696614,33,91,56.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,70.25,33.0,91.0,64,0,0,0,0,0,0,2,66,2,182,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
268059,192.168.10.25-52.84.145.117-64187-443-6,52.84.145.117,443,192.168.10.25,64187,6,4/7/2017 4:45,94,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21276.59574,94.0,0.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,10638.29787,10638.29787,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
318217,192.168.10.3-192.168.10.17-53-30774-17,192.168.10.17,30774,192.168.10.3,53,17,4/7/2017 3:28,200,2,2,104,352.0,52,52,52.0,0.0,176,176,176.0,0.0,2280000.0,20000.0,66.66666667,112.8730851,197.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,64,64,10000.0,10000.0,52,176,101.6,67.91759713,4612.8,0,0,0,0,0,0,0,0,1,127.0,52.0,176.0,64,0,0,0,0,0,0,2,104,2,352,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
355110,192.168.10.3-192.168.10.14-53-61304-17,192.168.10.14,61304,192.168.10.3,53,17,4/7/2017 9:48,160616,4,4,228,228.0,57,57,57.0,0.0,57,57,57.0,0.0,2839.069582,49.80823828,22945.14286,41521.00813,105216.0,3.0,159704.0,53234.66667,92160.98284,159653.0,3.0,55352.0,18450.66667,31873.48764,55255.0,48.0,0,0,0,0,80,80,24.90411914,24.90411914,57,57,57.0,0.0,0.0,0,0,0,0,0,0,0,0,1,64.125,57.0,57.0,80,0,0,0,0,0,0,4,228,4,228,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
241768,192.168.10.3-192.168.10.8-53-61941-17,192.168.10.8,61941,192.168.10.3,53,17,4/7/2017 11:11,170,2,2,74,154.0,37,37,37.0,0.0,77,77,77.0,0.0,1341176.471,23529.41176,56.66666667,92.95339334,164.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,11764.70588,11764.70588,37,77,53.0,21.9089023,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,40,0,0,0,0,0,0,2,74,2,154,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
110456,192.168.10.17-192.168.10.50-51314-22-6,192.168.10.17,51314,192.168.10.50,22,6,4/7/2017 11:38,1251550,41,42,2728,6634.0,456,0,66.53658537,110.1299454,976,0,157.952381,319.1214275,7480.324398,66.31776597,15262.80488,105992.5193,956876.0,0.0,1251550.0,31288.75,158804.6694,997086.0,0.0,294580.0,7184.878049,17293.02397,88063.0,1.0,0,0,0,0,1328,1360,32.75937837,33.5583876,0,976,111.452381,241.6427915,58391.23867,0,0,0,1,0,0,0,0,1,112.7951807,66.53658537,157.952381,1328,0,0,0,0,0,0,41,2728,42,6634,29200,243,24,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
422620,192.168.10.25-52.84.145.65-53511-443-6,52.84.145.65,443,192.168.10.25,53511,6,4/7/2017 11:58,98,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20408.16327,98.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,10204.08163,10204.08163,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
74134,192.168.10.3-192.168.10.15-53-65416-17,192.168.10.15,65416,192.168.10.3,53,17,4/7/2017 9:42,24100,2,2,56,158.0,28,28,28.0,0.0,79,79,79.0,0.0,8879.66805,165.9751037,8033.333333,13908.94534,24094.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,82.98755187,82.98755187,28,79,48.4,27.93385043,780.3,0,0,0,0,0,0,0,0,1,60.5,28.0,79.0,40,0,0,0,0,0,0,2,56,2,158,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
291329,192.168.10.3-192.168.10.25-53-54638-17,192.168.10.25,54638,192.168.10.3,53,17,4/7/2017 3:19,186388,2,2,56,204.0,28,28,28.0,0.0,102,102,102.0,0.0,1394.939588,21.46060905,62129.33333,107605.9658,186382.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,88,40,10.73030453,10.73030453,28,102,57.6,40.53146926,1642.8,0,0,0,0,0,0,0,0,1,72.0,28.0,102.0,88,0,0,0,0,0,0,2,56,2,204,-1,-1,1,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
105150,192.168.10.3-192.168.10.5-53-54088-17,192.168.10.5,54088,192.168.10.3,53,17,4/7/2017 9:52,30734,2,2,64,152.0,32,32,32.0,0.0,76,76,76.0,0.0,7028.047114,130.1490206,10244.66667,17660.27872,30637.0,48.0,49.0,49.0,0.0,49.0,49.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,64,40,65.07451031,65.07451031,32,76,49.6,24.09979253,580.8,0,0,0,0,0,0,0,0,1,62.0,32.0,76.0,64,0,0,0,0,0,0,2,64,2,152,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
376827,192.168.10.3-192.168.10.15-53-52541-17,192.168.10.15,52541,192.168.10.3,53,17,4/7/2017 9:20,174,2,2,82,114.0,41,41,41.0,0.0,57,57,57.0,0.0,1126436.782,22988.50575,58.0,59.63220606,122.0,4.0,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,40,40,11494.25287,11494.25287,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,40,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
23309,172.16.0.1-192.168.10.50-58248-21-6,172.16.0.1,58248,192.168.10.50,21,6,4/7/2017 10:05,9337823,9,15,115,188.0,27,0,12.77777778,10.65103021,34,0,12.53333333,14.54975045,32.44867674,2.570192217,405992.3043,1054452.871,3284247.0,3.0,6402040.0,800255.0,1478868.829,3328252.0,223.0,9337754.0,666982.4286,1301605.781,3284247.0,3.0,0,0,0,0,296,488,0.963822081,1.606370136,0,34,12.12,12.94964607,167.6933333,0,0,0,1,0,0,0,0,1,12.625,12.77777778,12.53333333,296,0,0,0,0,0,0,9,115,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
292341,172.16.0.1-192.168.10.50-59278-21-6,192.168.10.50,21,172.16.0.1,59278,6,4/7/2017 10:13,48,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,41666.66667,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
348454,192.168.10.3-192.168.10.14-53-52966-17,192.168.10.14,52966,192.168.10.3,53,17,4/7/2017 9:52,208,2,2,82,242.0,41,41,41.0,0.0,121,121,121.0,0.0,1557692.308,19230.76923,69.33333333,79.18543637,157.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,40,40,9615.384615,9615.384615,41,121,73.0,43.8178046,1920.0,0,0,0,0,0,0,0,0,1,91.25,41.0,121.0,40,0,0,0,0,0,0,2,82,2,242,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
94054,173.223.152.83-192.168.10.25-443-52189-6,192.168.10.25,52189,173.223.152.83,443,6,4/7/2017 11:07,111669,12,7,611,5588.0,373,0,50.91666667,109.709085,2285,0,798.2857143,985.2445913,55512.27288,170.1456984,6203.833333,11008.56445,32317.0,2.0,111669.0,10151.72727,17651.78971,55030.0,3.0,81950.0,13658.33333,15056.53702,32317.0,79.0,0,0,0,0,396,232,107.4604411,62.68525732,0,2285,309.95,669.9249349,448799.4184,0,0,0,1,0,0,0,0,0,326.2631579,50.91666667,798.2857143,396,0,0,0,0,0,0,12,611,7,5588,65535,972,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41955,192.168.10.3-192.168.10.14-53-54614-17,192.168.10.14,54614,192.168.10.3,53,17,4/7/2017 9:29,23760,2,2,80,202.0,40,40,40.0,0.0,101,101,101.0,0.0,11868.68687,168.3501684,7920.0,13672.82677,23708.0,4.0,48.0,48.0,0.0,48.0,48.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,40,84.17508418,84.17508418,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,64,0,0,0,0,0,0,2,80,2,202,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
354999,192.168.10.3-192.168.10.8-53-57436-17,192.168.10.8,57436,192.168.10.3,53,17,4/7/2017 4:18,209,2,2,92,348.0,46,46,46.0,0.0,174,174,174.0,0.0,2105263.158,19138.75598,69.66666667,114.6051191,202.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,9569.37799,9569.37799,46,174,97.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,121.5,46.0,174.0,40,0,0,0,0,0,0,2,92,2,348,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
285451,192.168.10.3-192.168.10.50-53-62414-17,192.168.10.50,62414,192.168.10.3,53,17,4/7/2017 4:02,170,2,2,46,46.0,23,23,23.0,0.0,23,23,23.0,0.0,541176.4706,23529.41176,56.66666667,96.41749495,168.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,11764.70588,11764.70588,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
323268,192.168.10.3-192.168.10.15-53-58096-17,192.168.10.15,58096,192.168.10.3,53,17,4/7/2017 2:24,171,2,2,72,136.0,36,36,36.0,0.0,68,68,68.0,0.0,1216374.269,23391.81287,57.0,58.64298765,120.0,4.0,4.0,4.0,0.0,4.0,4.0,47.0,47.0,0.0,47.0,47.0,0,0,0,0,40,40,11695.90643,11695.90643,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,40,0,0,0,0,0,0,2,72,2,136,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
401953,192.168.10.3-192.168.10.5-53-57218-17,192.168.10.5,57218,192.168.10.3,53,17,4/7/2017 11:08,84706,4,2,148,286.0,37,37,37.0,0.0,143,143,143.0,0.0,5123.603995,70.83323495,16941.2,24705.19834,54441.0,3.0,30261.0,10087.0,17426.17835,30209.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,80,40,47.22215664,23.61107832,37,143,67.28571429,51.72270387,2675.238095,0,0,0,0,0,0,0,0,0,78.5,37.0,143.0,80,0,0,0,0,0,0,4,148,2,286,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
71389,192.168.10.3-192.168.10.15-53-64486-17,192.168.10.15,64486,192.168.10.3,53,17,4/7/2017 9:20,202,2,2,86,196.0,43,43,43.0,0.0,98,98,98.0,0.0,1396039.604,19801.9802,67.33333333,74.89548273,150.0,4.0,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,64,40,9900.990099,9900.990099,43,98,65.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,81.25,43.0,98.0,64,0,0,0,0,0,0,2,86,2,196,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
325819,192.168.10.25-104.88.66.118-55632-443-6,104.88.66.118,443,192.168.10.25,55632,6,4/7/2017 1:25,71,1,3,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,56338.02817,23.66666667,37.5410886,67.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.414213562,3.0,1.0,0,0,0,0,32,60,14084.50704,42253.52113,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,3,0,972,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
320246,192.168.10.3-192.168.10.51-53-42864-17,192.168.10.51,42864,192.168.10.3,53,17,4/7/2017 11:05,31481,2,2,68,132.0,34,34,34.0,0.0,66,66,66.0,0.0,6353.038341,127.0607668,10493.66667,18094.15744,31387.0,47.0,47.0,47.0,0.0,47.0,47.0,47.0,47.0,0.0,47.0,47.0,0,0,0,0,64,64,63.53038341,63.53038341,34,66,46.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,58.5,34.0,66.0,64,0,0,0,0,0,0,2,68,2,132,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
288382,192.168.10.3-192.168.10.15-53-61162-17,192.168.10.15,61162,192.168.10.3,53,17,4/7/2017 9:20,30970,2,2,92,214.0,46,46,46.0,0.0,107,107,107.0,0.0,9880.529545,129.157249,10323.33333,17835.51935,30918.0,3.0,49.0,49.0,0.0,49.0,49.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,64.57862448,64.57862448,46,107,70.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,88.0,46.0,107.0,40,0,0,0,0,0,0,2,92,2,214,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
105781,192.168.10.3-192.168.10.16-53-64907-17,192.168.10.16,64907,192.168.10.3,53,17,4/7/2017 9:34,49982,2,2,90,122.0,45,45,45.0,0.0,61,61,61.0,0.0,4241.52695,80.02881037,16660.66667,28853.65707,49978.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,40.01440519,40.01440519,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
